s,cos_phi
0.001,0.0799148359322
0.004002002002002,0.193752827769065
0.007004004004004,0.2830953565573
0.010006006006006,0.354899230667167
0.013008008008008,0.413693549618513
0.01601001001001,0.462555397778481
0.019012012012012,0.503650003951979
0.022014014014014,0.538546464197674
0.025016016016016,0.568410766043667
0.028018018018018,0.594128352271719
0.03102002002002,0.616384503507473
0.034022022022022,0.635718551934485
0.037024024024024,0.652561349895514
0.040026026026026,0.667261729228363
0.043028028028028,0.680105547155527
0.04603003003003,0.691329632697742
0.049032032032032,0.701132157836964
0.052034034034034,0.709680458686897
0.055036036036036,0.717117009454794
0.058038038038038,0.723564039254439
0.06104004004004,0.729127138866981
0.064042042042042,0.733898106819396
0.0670440440440441,0.737957216297628
0.0700460460460461,0.741375036621195
0.073048048048048,0.744213908898983
0.0760500500500501,0.746529150845284
0.0790520520520521,0.74837004773097
0.0820540540540541,0.749780673150492
0.0850560560560561,0.750800573372695
0.0880580580580581,0.751465341584105
0.0910600600600601,0.751807102672371
0.0940620620620621,0.751854924866729
0.0970640640640641,0.751635171214375
0.100066066066066,0.751171801280641
0.103068068068068,0.750486631436348
0.10607007007007,0.74959956050388
0.109072072072072,0.748528766274431
0.112074074074074,0.747290877407404
0.115076076076076,0.745901124422072
0.118078078078078,0.744373472847826
0.12108008008008,0.74272074107942
0.124082082082082,0.740954705061561
0.127084084084084,0.739086191583226
0.130086086086086,0.737125161680316
0.133088088088088,0.735080785413612
0.13609009009009,0.73296150909768
0.139092092092092,0.730775115897734
0.142094094094094,0.728528780579395
0.145096096096096,0.726229119085922
0.148098098098098,0.723882233524904
0.1511001001001,0.721493753068365
0.154102102102102,0.719068871204378
0.157104104104104,0.716612379722277
0.160106106106106,0.714128699765964
0.163108108108108,0.711621910249074
0.16611011011011,0.709095773890846
0.169112112112112,0.706553761101479
0.172114114114114,0.703999071919812
0.175116116116116,0.70143465618363
0.178118118118118,0.698863232093386
0.18112012012012,0.696287303313002
0.184122122122122,0.693709174736526
0.187124124124124,0.691130967036288
0.190126126126126,0.688554630096648
0.193128128128128,0.685981955427256
0.19613013013013,0.6834145876407
0.199132132132132,0.680854035071409
0.202134134134134,0.67830167960555
0.205136136136136,0.675758785785279
0.208138138138138,0.673226509245024
0.21114014014014,0.670705904532359
0.214142142142142,0.668197932361447
0.217144144144144,0.665703466342902
0.220146146146146,0.663223299230188
0.223148148148148,0.660758148719298
0.22615015015015,0.658308662835431
0.229152152152152,0.65587542493759
0.232154154154154,0.653458958369536
0.235156156156156,0.651059730783228
0.238158158158158,0.648678158158826
0.24116016016016,0.646314608543402
0.244162162162162,0.643969405528797
0.247164164164164,0.64164283148747
0.250166166166166,0.639335130583726
0.253168168168168,0.637046511576395
0.25617017017017,0.634777150427811
0.259172172172172,0.632527192732813
0.262174174174174,0.630296755980472
0.265176176176176,0.628085931660311
0.268178178178178,0.625894787223886
0.27118018018018,0.623723367911839
0.274182182182182,0.621571698455753
0.277184184184184,0.61943978466349
0.280186186186186,0.617327614896054
0.283188188188188,0.61523516144344
0.28619019019019,0.613162381806401
0.289192192192192,0.611109219890561
0.292194194194194,0.609075607118869
0.295196196196196,0.607061463467918
0.298198198198198,0.60506669843333
0.3012002002002,0.603091211928984
0.304202202202202,0.601134895124548
0.307204204204204,0.599197631225504
0.310206206206206,0.597279296199488
0.313208208208208,0.595379759452583
0.31621021021021,0.593498884458889
0.319212212212212,0.591636529346515
0.322214214214214,0.589792547442877
0.325216216216216,0.587966787782038
0.328218218218218,0.586159095576587
0.33122022022022,0.584369312656439
0.334222222222222,0.582597277876733
0.337224224224224,0.580842827496874
0.340226226226226,0.57910579553265
0.343228228228228,0.577386014083177
0.34623023023023,0.575683313634353
0.349232232232232,0.573997523340373
0.352234234234234,0.57232847128474
0.355236236236236,0.57067598472214
0.358238238238238,0.569039890302431
0.36124024024024,0.567420014277938
0.364242242242242,0.56581618269514
0.367244244244244,0.5642282215718
0.370246246246246,0.562655957060472
0.373248248248248,0.561099215599312
0.37625025025025,0.559557824051013
0.379252252252252,0.558031609830658
0.382254254254254,0.556520401023224
0.385256256256256,0.55502402649142
0.388258258258258,0.553542315974512
0.39126026026026,0.552075100178711
0.394262262262262,0.55062221085972
0.397264264264264,0.549183480897932
0.400266266266266,0.547758744366795
0.403268268268268,0.546347836594784
