s,P_1
0.001,262.369407341855
0.004002002002002,718.828295787095
0.007004004004004,1169.85475696206
0.010006006006006,1614.72690687579
0.013008008008008,2052.77787572915
0.01601001001001,2483.3972200023
0.019012012012012,2906.03168975356
0.022014014014014,3320.18539136073
0.025016016016016,3725.41939303286
0.028018018018018,4121.35082571127
0.03102002002002,4507.65153552748
0.034022022022022,4884.04634590724
0.037024024024024,5250.31098785455
0.040026026026026,5606.26975609914
0.043028028028028,5951.79294683706
0.04603003003003,6286.79412994064
0.049032032032032,6611.22730495685
0.052034034034034,6925.08398614353
0.055036036036036,7228.39025738325
0.058038038038038,7521.20383322322
0.06104004004004,7803.61115765141
0.064042042042042,8075.72456764886
0.0670440440440441,8337.67954415003
0.0700460460460461,8589.63206886866
0.073048048048048,8831.75610156119
0.0760500500500501,9064.24118873949
0.0790520520520521,9287.29021163121
0.0820540540540541,9501.11727832935
0.0850560560560561,9705.94576257048
0.0880580580580581,9902.00648942415
0.0910600600600601,10089.5360663482
0.0940620620620621,10268.775356544
0.0970640640640641,10439.9680903106
0.100066066066066,10603.3596091155
0.103068068068068,10759.1957363552
0.10607007007007,10907.7217682321
0.109072072072072,11049.1815778098
0.112074074074074,11183.8168250957
0.115076076076076,11311.8662659169
0.118078078078078,11433.5651523812
0.12108008008008,11549.1447178284
0.124082082082082,11658.8317393657
0.127084084084084,11762.8481713197
0.130086086086086,11861.4108432242
0.133088088088088,11954.7312162789
0.13609009009009,12043.015192548
0.139092092092092,12126.4629715182
0.142094094094094,12205.2689489874
0.145096096096096,12279.6216536108
0.148098098098098,12349.7037167743
0.1511001001001,12415.6918718104
0.154102102102102,12477.7569788916
0.157104104104104,12536.064072254
0.160106106106106,12590.7724266987
0.163108108108108,12642.0356406015
0.16611011011011,12690.0017329212
0.169112112112112,12734.8132519488
0.172114114114114,12776.6073937647
0.175116116116116,12815.516128585
0.178118118118118,12851.6663333747
0.18112012012012,12885.179929285
0.184122122122122,12916.1740226374
0.187124124124124,12944.7610483273
0.190126126126126,12971.0489146597
0.193128128128128,12995.1411487502
0.19613013013013,13017.1370417423
0.199132132132132,13037.1317931896
0.202134134134134,13055.2166540461
0.205136136136136,13071.4790677894
0.208138138138138,13086.0028092751
0.21114014014014,13098.8681209867
0.214142142142142,13110.1518464049
0.217144144144144,13119.9275602706
0.220146146146146,13128.2656955644
0.223148148148148,13135.2336670633
0.22615015015015,13140.8959913732
0.229152152152152,13145.3144033672
0.232154154154154,13148.5479689849
0.235156156156156,13150.6531943744
0.238158158158158,13151.6841313769
0.24116016016016,13151.6924793738
0.244162162162162,13150.7276835286
0.247164164164164,13148.837029471
0.250166166166166,13146.0657344806
0.253168168168168,13142.4570352351
0.25617017017017,13138.0522721982
0.259172172172172,13132.8909707252
0.262174174174174,13127.0109189714
0.265176176176176,13120.4482426906
0.268178178178178,13113.2374770135
0.27118018018018,13105.4116352994
0.274182182182182,13097.002275153
0.277184184184184,13088.039561701
0.280186186186186,13078.5523282214
0.283188188188188,13068.5681342191
0.28619019019019,13058.1133210395
0.289192192192192,13047.2130651107
0.292194194194194,13035.8914289047
0.295196196196196,13024.1714097036
0.298198198198198,13012.074986258
0.3012002002002,12999.6231634195
0.304202202202202,12986.83601483
0.307204204204204,12973.732723746
0.310206206206206,12960.3316220747
0.313208208208208,12946.6502276964
0.31621021021021,12932.7052801443
0.319212212212212,12918.512774712
0.322214214214214,12904.0879950552
0.325216216216216,12889.4455443516
0.328218218218218,12874.5993750826
0.33122022022022,12859.5628174948
0.334222222222222,12844.3486068008
0.337224224224224,12828.9689091721
0.340226226226226,12813.4353465801
0.343228228228228,12797.7590205338
0.34623023023023,12781.9505347635
0.349232232232232,12766.0200168988
0.352234234234234,12749.9771391834
0.355236236236236,12733.8311382718
0.358238238238238,12717.5908341476
0.36124024024024,12701.2646482032
0.364242242242242,12684.8606205192
0.367244244244244,12668.3864263784
0.370246246246246,12651.8493920494
0.373248248248248,12635.2565098727
0.37625025025025,12618.614452681
0.379252252252252,12601.929587583
0.382254254254254,12585.2079891404
0.385256256256256,12568.455451964
0.388258258258258,12551.6775027574
0.39126026026026,12534.8794118308
0.394262262262262,12518.0662041104
0.397264264264264,12501.2426696657
0.400266266266266,12484.413373776
0.403268268268268,12467.5826665581
0.40627027027027,12450.7546921732
0.409272272272272,12433.9333976333
0.412274274274274,12417.122541225
0.415276276276276,12400.325700567
0.418278278278278,12383.5462803187
0.42128028028028,12366.7875195548
0.424282282282282,12350.0524988218
0.427284284284284,12333.3441468895
0.430286286286286,12316.665247212
0.433288288288288,12300.0184441105
0.43629029029029,12283.4062486909
0.439292292292292,12266.8310445077
0.442294294294294,12250.2950929856
0.445296296296296,12233.800538609
0.448298298298298,12217.3494138905
0.4513003003003,12200.9436441279
0.454302302302302,12184.5850519584
0.457304304304304,12168.2753617203
0.460306306306306,12152.0162036289
0.463308308308308,12135.8091177765
0.46631031031031,12119.6555579626
0.469312312312312,12103.5568953639
0.472314314314314,12087.5144220479
0.475316316316316,12071.5293543404
0.478318318318318,12055.6028360507
0.48132032032032,12039.735941562
0.484322322322322,12023.9296787921
0.487324324324324,12008.1849920312
0.490326326326326,11992.5027646599
0.493328328328328,11976.8838217553
0.49633033033033,11961.3289325882
0.499332332332332,11945.8388130159
0.502334334334334,11930.4141277768
0.505336336336336,11915.0554926892
0.508338338338338,11899.7634767595
0.51134034034034,11884.5386042026
0.514342342342342,11869.3813563802
0.517344344344344,11854.2921736576
0.520346346346346,11839.2714571857
0.523348348348348,11824.3195706079
0.52635035035035,11809.4368416991
0.529352352352352,11794.6235639349
0.532354354354354,11779.879997999
0.535356356356356,11765.2063732269
0.538358358358358,11750.6028889917
0.54136036036036,11736.069716033
0.544362362362362,11721.606997731
0.547364364364364,11707.2148513298
0.550366366366366,11692.8933691093
0.553368368368368,11678.6426195111
0.55637037037037,11664.4626482168
0.559372372372372,11650.3534791841
0.562374374374374,11636.3151156395
0.565376376376376,11622.3475410313
0.568378378378378,11608.4507199442
0.57138038038038,11594.6245989757
0.574382382382382,11580.8691075782
0.577384384384384,11567.1841588662
0.580386386386386,11553.5696503911
0.583388388388388,11540.0254648841
0.58639039039039,11526.5514709699
0.589392392392392,11513.1475238504
0.592394394394394,11499.8134659619
0.595396396396396,11486.5491276044
0.598398398398398,11473.3543275464
0.6014004004004,11460.2288736047
0.604402402402402,11447.172563201
0.607404404404404,11434.1851838953
0.610406406406406,11421.2665138988
0.613408408408408,11408.4163225645
0.61641041041041,11395.6343708594
0.619412412412412,11382.9204118163
0.622414414414414,11370.2741909678
0.625416416416416,11357.695446763
0.628418418418419,11345.183910966
0.63142042042042,11332.7393090396
0.634422422422422,11320.3613605125
0.637424424424424,11308.0497793313
0.640426426426426,11295.804274199
0.643428428428429,11283.6245488988
0.64643043043043,11271.510302605
0.649432432432432,11259.4612301808
0.652434434434434,11247.4770224643
0.655436436436436,11235.5573665425
0.658438438438439,11223.7019460137
0.66144044044044,11211.9104412394
0.664442442442442,11200.1825295856
0.667444444444445,11188.517885654
0.670446446446446,11176.9161815037
0.673448448448449,11165.3770868633
0.67645045045045,11153.9002693349
0.679452452452452,11142.4853945882
0.682454454454455,11131.1321265476
0.685456456456456,11119.840127571
0.688458458458459,11108.6090586208
0.69146046046046,11097.4385794275
0.694462462462462,11086.3283486471
0.697464464464465,11075.2780240105
0.700466466466466,11064.2872624677
0.703468468468469,11053.3557203248
0.706470470470471,11042.4830533755
0.709472472472472,11031.6689170268
0.712474474474475,11020.912966419
