iter	Passed	Remaining
1235	9657	88007
1236	9663	87987
1237	9672	87985
1238	9679	87970
1239	9686	87958
1240	9694	87950
1241	9701	87939
1242	9712	87955
1243	9723	87976
1244	9729	87956
1245	9738	87958
1246	9746	87955
1247	9753	87936
1248	9762	87941
1249	9768	87918
1250	9777	87922
1251	9785	87911
1252	9792	87899
1253	9800	87892
1254	9806	87869
1255	9816	87876
1256	9821	87847
1257	9829	87837
1258	9834	87808
1259	9842	87801
1260	9848	87774
1261	9855	87766
1262	9862	87748
1263	9869	87735
1264	9877	87726
1265	9885	87718
1266	9896	87743
1267	9907	87759
1268	9912	87727
1269	9920	87723
1270	9926	87695
1271	9933	87684
1272	9939	87658
1273	9947	87653
1274	9953	87628
1275	9962	87630
1276	9970	87628
1277	9977	87611
1278	9985	87603
1279	9993	87596
1280	10001	87594
1281	10009	87586
1282	10016	87570
1283	10023	87557
1284	10030	87540
1285	10038	87532
1286	10044	87509
1287	10053	87513
1288	10059	87495
1289	10068	87492
1290	10075	87480
1291	10082	87466
1292	10091	87466
1293	10097	87446
1294	10105	87439
1295	10114	87439
1296	10120	87419
1297	10128	87412
1298	10135	87398
1299	10144	87397
1300	10150	87376
1301	10159	87375
1302	10167	87373
1303	10174	87357
1304	10182	87351
1305	10188	87323
1306	10197	87328
1307	10202	87301
1308	10212	87307
1309	10221	87308
1310	10227	87290
1311	10237	87300
1312	10245	87297
1313	10251	87273
1314	10260	87270
1315	10267	87261
1316	10276	87260
1317	10282	87238
1318	10292	87244
1319	10300	87240
1320	10307	87229
1321	10316	87231
1322	10325	87234
1323	10331	87209
1324	10336	87180
1325	10344	87171
1326	10353	87174
1327	10360	87159
1328	10368	87151
1329	10376	87148
1330	10384	87140
1331	10396	87170
1332	10406	87178
1333	10413	87162
1334	10421	87157
1335	10427	87139
1336	10434	87123
1337	10442	87117
1338	10450	87105
1339	10459	87109
1340	10465	87088
1341	10474	87086
1342	10482	87080
1343	10489	87066
1344	10496	87057
1345	10502	87035
1346	10510	87022
1347	10517	87011
1348	10527	87018
1349	10536	87021
1350	10542	87001
1351	10550	86995
1352	10557	86976
1353	10570	87015
1354	10578	87008
1355	10586	87000
1356	10592	86982
1357	10599	86969
1358	10607	86959
1359	10615	86956
1360	10623	86943
1361	10630	86932
1362	10637	86920
1363	10644	86902
1364	10649	86876
1365	10658	86872
1366	10666	86869
1367	10672	86847
1368	10680	86841
1369	10687	86825
1370	10695	86822
1371	10704	86820
1372	10710	86801
1373	10718	86791
1374	10723	86766
1375	10730	86747
1376	10737	86731
1377	10745	86731
1378	10752	86716
1379	10760	86707
1380	10767	86694
1381	10776	86694
1382	10789	86730
1383	10799	86741
1384	10806	86725
1385	10815	86724
1386	10821	86705
1387	10828	86693
1388	10836	86681
1389	10852	86743
1390	10861	86744
1391	10868	86725
1392	10875	86712
1393	10881	86692
1394	10888	86679
1395	10896	86673
1396	10904	86667
1397	10911	86652
1398	10920	86651
1399	10928	86645
1400	10935	86634
1401	10943	86628
1402	10949	86608
1403	10957	86601
1404	10964	86583
1405	10971	86571
1406	10981	86576
1407	10988	86567
1408	10996	86562
1409	11004	86552
1410	11011	86540
1411	11022	86559
1412	11028	86538
1413	11036	86531
1414	11043	86513
1415	11051	86505
1416	11059	86503
1417	11068	86500
1418	11077	86504
1419	11084	86489
1420	11092	86483
1421	11099	86469
1422	11105	86451
1423	11113	86440
1424	11121	86431
1425	11129	86431
1426	11136	86416
1427	11144	86406
1428	11152	86405
1429	11159	86386
1430	11166	86372
1431	11171	86347
1432	11180	86349
1433	11187	86334
1434	11195	86325
1435	11202	86311
1436	11209	86295
1437	11217	86290
1438	11223	86269
1439	11231	86263
1440	11237	86240
1441	11245	86239
1442	11252	86225
1443	11261	86224
1444	11268	86212
1445	11276	86205
1446	11284	86196
1447	11292	86190
1448	11300	86182
1449	11309	86182
1450	11316	86168
1451	11324	86162
1452	11331	86149
1453	11338	86135
1454	11344	86119
1455	11352	86111
1456	11359	86098
1457	11367	86088
1458	11374	86074
1459	11379	86050
1460	11386	86031
1461	11393	86017
