iter	Passed	Remaining
681	3988	69107
682	3994	69103
683	4000	69102
684	4006	69099
685	4012	69098
686	4018	69093
687	4024	69094
688	4030	69085
689	4036	69087
690	4041	69072
691	4046	69054
692	4052	69048
693	4058	69032
694	4063	69024
695	4068	69006
696	4074	69003
697	4079	68985
698	4085	68971
699	4091	68964
700	4096	68947
701	4102	68941
702	4107	68924
703	4113	68921
704	4119	68922
705	4125	68915
706	4131	68915
707	4137	68907
708	4143	68907
709	4149	68897
710	4154	68888
711	4160	68890
712	4166	68881
713	4172	68880
714	4178	68869
715	4184	68867
716	4190	68862
717	4196	68862
718	4202	68851
719	4208	68850
720	4213	68842
721	4220	68844
722	4225	68834
723	4231	68827
724	4237	68826
725	4243	68815
726	4249	68815
727	4255	68809
728	4260	68801
729	4267	68800
730	4272	68790
731	4278	68780
732	4283	68769
733	4290	68770
734	4296	68767
735	4302	68767
736	4307	68755
737	4314	68755
738	4319	68746
739	4325	68746
740	4331	68736
741	4337	68732
742	4343	68729
743	4349	68721
744	4355	68720
745	4361	68712
746	4366	68706
747	4373	68706
748	4379	68704
749	4384	68694
750	4390	68683
751	4396	68682
752	4402	68673
753	4408	68674
754	4413	68663
755	4419	68661
756	4425	68651
757	4431	68649
758	4437	68639
759	4442	68627
760	4448	68627
761	4454	68619
762	4460	68621
763	4466	68611
764	4472	68606
765	4478	68605
766	4484	68604
767	4490	68599
768	4496	68596
769	4502	68586
770	4508	68590
771	4514	68576
772	4519	68565
773	4525	68559
774	4530	68544
775	4536	68537
776	4541	68517
777	4547	68514
778	4552	68497
779	4557	68483
780	4563	68477
781	4568	68459
782	4574	68447
783	4579	68441
784	4585	68428
785	4590	68417
786	4596	68402
787	4602	68401
788	4607	68392
789	4613	68390
790	4619	68380
791	4625	68371
792	4631	68368
793	4637	68364
794	4643	68362
795	4648	68353
796	4654	68351
797	4660	68340
798	4666	68335
799	4672	68329
800	4677	68321
801	4683	68317
802	4689	68309
803	4695	68303
804	4700	68293
805	4707	68294
806	4712	68284
807	4718	68273
808	4724	68273
809	4730	68267
810	4736	68265
811	4741	68256
812	4748	68257
813	4753	68248
814	4760	68252
815	4766	68244
816	4772	68241
817	4777	68233
818	4783	68225
819	4789	68224
820	4795	68214
821	4801	68212
822	4807	68204
823	4813	68203
824	4818	68194
825	4825	68192
826	4830	68185
827	4837	68185
828	4842	68178
829	4848	68168
830	4854	68167
831	4860	68157
832	4865	68148
833	4871	68139
834	4878	68146
835	4884	68150
836	4890	68148
837	4896	68140
838	4903	68145
839	4908	68138
840	4914	68128
841	4920	68123
842	4925	68116
843	4931	68112
844	4937	68103
845	4943	68102
846	4949	68090
847	4955	68086
848	4960	68073
849	4966	68064
850	4971	68059
851	4977	68049
852	4983	68044
853	4988	68033
854	4994	68023
855	5000	68019
856	5005	68007
857	5011	68004
858	5017	67998
859	5024	68004
860	5030	68001
861	5036	67999
862	5041	67986
863	5047	67974
864	5053	67975
865	5059	67970
866	5064	67954
867	5069	67938
868	5075	67932
869	5080	67917
870	5086	67914
871	5091	67898
872	5097	67891
873	5103	67891
874	5109	67886
875	5116	67886
876	5121	67879
877	5127	67876
878	5133	67866
879	5139	67866
880	5145	67856
881	5150	67848
882	5158	67863
883	5164	67858
884	5170	67857
885	5176	67851
886	5182	67847
887	5187	67839
888	5194	67838
889	5199	67828
890	5205	67825
891	5211	67815
892	5216	67809
893	5223	67807
894	5229	67802
895	5235	67799
896	5241	67798
897	5247	67800
898	5253	67791
899	5259	67783
900	5264	67773
901	5271	67775
902	5276	67766
903	5282	67757
904	5288	67757
905	5294	67749
906	5300	67746
907	5306	67741
908	5311	67733
909	5318	67734
910	5324	67732
911	5330	67724
912	5335	67718
913	5341	67712
914	5348	67715
915	5354	67709
916	5360	67711
917	5366	67705
918	5372	67702
919	5378	67703
920	5384	67698
921	5391	67698
922	5396	67693
923	5403	67693
924	5409	67689
925	5415	67688
926	5421	67679
927	5426	67673
928	5433	67673
929	5439	67672
930	5444	67661
931	5450	67649
932	5455	67639
933	5461	67630
934	5467	67628
935	5473	67618
936	5479	67615
937	5484	67605
938	5490	67595
939	5495	67588
940	5501	67583
941	5507	67579
942	5513	67567
943	5520	67574
944	5526	67575
945	5531	67565
946	5537	67559
947	5543	67552
948	5548	67540
949	5555	67538
950	5561	67535
951	5566	67524
952	5572	67522
953	5578	67510
954	5583	67504
955	5589	67494
956	5595	67489
957	5601	67487
958	5607	67479
959	5613	67476
960	5618	67467
961	5624	67463
962	5630	67455
963	5636	67451
964	5642	67449
965	5649	67450
966	5655	67455
967	5662	67463
968	5670	67478
969	5676	67474
970	5682	67465
971	5687	67458
972	5693	67449
973	5699	67442
974	5704	67434
975	5711	67433
976	5717	67434
977	5723	67432
978	5730	67434
979	5735	67426
980	5741	67420
981	5747	67418
982	5754	67416
983	5759	67408
984	5765	67401
985	5771	67400
986	5777	67392
987	5783	67391
988	5789	67383
989	5795	67380
990	5801	67373
991	5807	67373
992	5813	67365
993	5819	67358
994	5825	67355
995	5830	67345
996	5837	67346
997	5842	67338
998	5848	67331
999	5854	67328
1000	5860	67325
1001	5866	67317
1002	5872	67313
1003	5878	67309
1004	5884	67301
1005	5889	67293
1006	5895	67284
1007	5901	67284
1008	5907	67275
1009	5913	67272
1010	5918	67263
1011	5924	67256
1012	5931	67255
1013	5936	67247
1014	5942	67246
1015	5948	67239
1016	5954	67235
1017	5961	67235
1018	5967	67235
1019	5973	67231
1020	5980	67233
1021	5985	67228
1022	5992	67230
1023	5998	67226
1024	6005	67230
1025	6011	67224
1026	6016	67217
1027	6023	67216
1028	6028	67209
1029	6034	67201
1030	6039	67188
1031	6045	67179
1032	6050	67169
1033	6056	67164
1034	6063	67164
1035	6068	67155
1036	6075	67154
1037	6080	67146
1038	6087	67149
1039	6093	67142
1040	6100	67155
1041	6107	67163
1042	6115	67174
1043	6121	67171
1044	6127	67170
1045	6133	67163
1046	6139	67159
1047	6145	67157
1048	6151	67154
1049	6157	67145
1050	6163	67138
1051	6169	67134
1052	6175	67134
1053	6181	67126
1054	6187	67120
1055	6193	67116
1056	6198	67108
1057	6205	67106
1058	6210	67096
1059	6216	67093
1060	6222	67086
1061	6228	67080
1062	6233	67067
1063	6238	67056
1064	6244	67043
1065	6249	67030
1066	6254	67016
1067	6260	67008
1068	6265	66995
1069	6271	66991
1070	6276	66980
1071	6281	66967
1072	6286	66953
1073	6292	66941
1074	6297	66933
1075	6303	66919
1076	6308	66911
1077	6313	66898
1078	6319	66891
1079	6324	66878
1080	6330	66871
1081	6336	66870
1082	6342	66860
1083	6348	66860
1084	6354	66852
1085	6360	66850
1086	6366	66843
1087	6374	66862
1088	6380	66859
1089	6386	66858
1090	6392	66851
1091	6398	66848
1092	6404	66840
1093	6410	66836
1094	6416	66834
1095	6422	66827
1096	6428	66826
1097	6434	66818
1098	6440	66810
1099	6445	66802
1100	6452	66803
1101	6458	66795
1102	6464	66792
1103	6469	66785
1104	6475	66777
1105	6481	66776
1106	6487	66768
1107	6493	66767
1108	6500	66766
1109	6506	66767
1110	6512	66761
1111	6519	66761
1112	6524	66755
1113	6531	66755
1114	6537	66750
1115	6543	66749
1116	6549	66743
1117	6555	66736
1118	6561	66733
1119	6567	66726
1120	6573	66723
1121	6578	66713
1122	6584	66709
1123	6591	66712
1124	6597	66712
1125	6603	66708
1126	6609	66701
1127	6614	66688
1128	6620	66677
1129	6625	66668
1130	6630	66655
1131	6636	66645
1132	6642	66636
1133	6647	66629
1134	6653	66626
1135	6659	66618
1136	6665	66617
1137	6671	66608
1138	6676	66599
1139	6683	66599
1140	6689	66593
1141	6695	66586
1142	6701	66585
1143	6707	66578
1144	6713	66577
1145	6719	66569
1146	6725	66567
1147	6731	66561
1148	6736	66554
1149	6743	66552
1150	6749	66549
1151	6755	66548
1152	6761	66544
1153	6767	66541
1154	6773	66537
1155	6781	66543
1156	6787	66542
1157	6792	66533
1158	6798	66525
1159	6804	66518
1160	6809	66504
1161	6814	66494
1162	6820	66488
1163	6825	66476
1164	6831	66463
1165	6836	66449
1166	6841	66439
1167	6847	66430
1168	6852	66421
1169	6858	66415
1170	6863	66400
1171	6869	66394
1172	6874	66385
1173	6880	66377
1174	6886	66375
1175	6892	66365
1176	6898	66360
1177	6904	66356
1178	6910	66354
1179	6916	66347
1180	6922	66344
1181	6927	66331
1182	6932	66323
1183	6939	66320
1184	6944	66312
1185	6950	66308
1186	6956	66300
1187	6962	66298
1188	6968	66290
1189	6974	66289
1190	6980	66279
1191	6985	66268
1192	6991	66261
1193	6997	66260
1194	7003	66255
1195	7009	66252
1196	7015	66248
1197	7021	66240
1198	7028	66246
1199	7035	66250
1200	7042	66253
1201	7047	66246
1202	7054	66243
1203	7059	66236
1204	7065	66228
1205	7071	66222
1206	7077	66214
1207	7083	66211
1208	7088	66204
1209	7095	66202
1210	7101	66196
1211	7107	66196
1212	7113	66190
1213	7119	66185
1214	7126	66186
1215	7132	66185
1216	7138	66180
1217	7144	66177
1218	7150	66175
1219	7156	66171
1220	7163	66169
1221	7168	66162
1222	7174	66158
1223	7180	66151
1224	7187	66154
1225	7193	66145
1226	7198	66138
1227	7203	66125
1228	7209	66119
1229	7216	66119
1230	7221	66112
1231	7228	66109
1232	7233	66101
1233	7239	66098
1234	7245	66093
1235	7253	66100
1236	7259	66098
1237	7265	66090
1238	7270	66081
1239	7276	66078
1240	7282	66071
1241	7288	66064
1242	7294	66060
1243	7300	66052
1244	7306	66048
1245	7312	66045
1246	7318	66042
1247	7324	66034
1248	7329	66027
1249	7336	66024
1250	7341	66015
1251	7348	66014
1252	7353	66007
1253	7359	66003
1254	7365	65995
1255	7371	65993
1256	7377	65985
1257	7383	65982
1258	7389	65975
1259	7395	65971
1260	7401	65964
1261	7406	65956
1262	7413	65954
1263	7418	65946
1264	7424	65940
1265	7430	65936
1266	7436	65931
1267	7442	65929
1268	7449	65929
1269	7454	65920
1270	7460	65912
1271	7465	65902
1272	7471	65894
1273	7477	65890
1274	7483	65883
1275	7489	65880
1276	7495	65876
1277	7501	65873
1278	7507	65865
1279	7513	65858
1280	7519	65854
1281	7525	65847
1282	7531	65846
1283	7537	65841
1284	7543	65838
1285	7549	65829
1286	7555	65830
1287	7561	65820
1288	7567	65814
1289	7572	65801
1290	7577	65794
1291	7584	65792
1292	7589	65785
1293	7596	65781
1294	7601	65774
1295	7607	65771
1296	7613	65764
1297	7619	65754
1298	7624	65745
1299	7630	65737
1300	7636	65735
1301	7642	65728
1302	7648	65726
1303	7654	65720
1304	7659	65711
1305	7665	65702
1306	7671	65694
1307	7677	65692
1308	7683	65684
1309	7689	65680
1310	7695	65676
1311	7701	65674
1312	7707	65666
